party,id,committee,session,last,first,other,new_id,committeeID
1,1366,308,103,Byrd,Robert,C.,19,308103
1,15503,308,103,Graham,Bob,,50,308103
1,15705,308,103,Robb,Charles,S.,51,308103
1,15704,308,103,Lieberman,Joseph,I.,52,308103
2,9369,308,103,Thurmond,Strom,,53,308103
2,14712,308,103,Warner,John,W.,54,308103
2,14010,308,103,Cohen,William,S.,55,308103
2,15039,308,103,McCain,John,,56,308103
2,14031,308,103,Lott,Trent,,57,308103
2,14806,308,103,Coats,Dan,,58,308103
2,15116,308,103,Smith,Robert,C.,59,308103
2,49302,308,103,Kempthorne,Dirk,,60,308103
2,49304,308,103,Faircloth,Lauch,,61,308103
2,49306,308,103,Hutchison,Kay,Bailey,62,308103
1,11043,314,103,Riegle,Donald,W.,63,314103
1,13039,314,103,Sarbanes,Paul,S.,64,314103
1,14213,314,103,Dodd,Christopher,,65,314103
1,14509,314,103,Sasser,Jim,,23,314103
1,94659,314,103,Shelby,Richard,C.,49,314103
1,14920,314,103,Kerry,John,F.,66,314103
1,15700,314,103,Bryan,Richard,H.,67,314103
1,15011,314,103,Boxer,Barbara,,68,314103
1,15407,314,103,Campbell,Ben,Nighthorse,69,314103
1,49303,314,103,Moseley-Braun,Carol,,70,314103
1,49308,314,103,Murray,Patty,,30,314103
2,14900,314,103,D'Amato,Alfonso,M.,34,314103
2,14628,314,103,Gramm,Phil,,38,314103
2,15501,314,103,Bond,Christopher,S.,39,314103
2,15037,314,103,Mack,Connie,,41,314103
2,49304,314,103,Faircloth,Lauch,,61,314103
2,49307,314,103,Bennet,Robert,F.,71,314103
2,11044,314,103,Roth,William,V.,72,314103
2,14103,314,103,Domenici,Pete,V.,36,314103
1,14509,316,103,Sasser,Jim,,23,316103
1,11204,316,103,Hollings,Ernest,F.,21,316103
1,14107,316,103,Johnston,J.,Bennet,22,316103
1,11043,316,103,Riegle,Donald,W.,63,316103
1,14704,316,103,Exon,J.,James,44,316103
1,14914,316,103,Lautenberg,Frank,R.,26,316103
1,14275,316,103,Simon,Paul,,73,316103
1,15502,316,103,Conrad,Kent,,6,316103
1,14213,316,103,Dodd,Christopher,,65,316103
1,13039,316,103,Sarbanes,Paul,S.,64,316103
1,15011,316,103,Boxer,Barbara,,68,316103
1,49308,316,103,Murray,Patty,,30,316103
2,14103,316,103,Domenici,Pete,V.,36,316103
2,14226,316,103,Grassley,Charles,E.,18,316103
2,14908,316,103,Nickles,Don,,37,316103
2,14628,316,103,Gramm,Phil,,38,316103
2,15501,316,103,Bond,Christopher,S.,39,316103
2,14031,316,103,Lott,Trent,,57,316103
2,14803,316,103,Brown,Hank,,74,316103
2,14904,316,103,Gorton,Slade,,40,316103
2,14826,316,103,Gregg,Judd,,75,316103
1,11204,321,103,Hollings,Ernest,F.,21,321103
1,4812,321,103,Inouye,Daniel,K.,20,321103
1,14302,321,103,Ford,Wendell,H.,76,321103
1,14704,321,103,Exon,J.,James,44,321103
1,14922,321,103,Rockefeller,John,D.,77,321103
1,660,321,103,Bentsen,Lloyd,M.,78,321103
1,14920,321,103,Kerry,John,F.,66,321103
1,13056,321,103,Breaux,John,B.,79,321103
1,15700,321,103,Bryan,Richard,H.,67,321103
1,15705,321,103,Robb,Charles,S.,51,321103
1,14812,321,103,Dorgan,Byron,,80,321103
2,14501,321,103,Danforth,John,C.,81,321103
2,12107,321,103,Packwood,Bob,,82,321103
2,14268,321,103,Pressler,Larry,,83,321103
2,12109,321,103,Stevens,Ted,,33,321103
2,15039,321,103,McCain,John,,56,321103
2,15701,321,103,Burns,Conrad,,42,321103
2,14904,321,103,Gorton,Slade,,40,321103
2,14031,321,103,Lott,Trent,,57,321103
2,14826,321,103,Gregg,Judd,,75,321103
2,49306,321,103,Hutchison,Kay,Bailey,62,321103
1,14247,321,103,Krueger,Bob,,84,321103
1,14107,330,103,Johnston,J.,Bennet,22,330103
1,14300,330,103,Bumpers,Dale,,25,330103
1,14302,330,103,Ford,Wendell,H.,76,330103
1,14702,330,103,Bradley,Bill,,85,330103
1,14912,330,103,Bingaman,Jeff,,47,330103
1,15502,330,103,Conrad,Kent,,6,330103
1,14400,330,103,Akaka,Daniel,K.,86,330103
1,94659,330,103,Shelby,Richard,C.,49,330103
1,49101,330,103,Wellstone,Paul,David,87,330103
1,15407,330,103,Campbell,Ben,Nighthorse,69,330103
1,49305,330,103,Mathews,Harlan,,88,330103
2,14511,330,103,Wallop,Malcolm,,89,330103
2,11203,330,103,Hatfield,Mark,O.,32,330103
2,14103,330,103,Domenici,Pete,V.,36,330103
2,14907,330,103,Murkowski,Frank,H.,90,330103
2,14908,330,103,Nickles,Don,,37,330103
2,14809,330,103,Craig,Larry,E.,16,330103
2,49307,330,103,Bennet,Robert,F.,71,330103
2,14910,330,103,Specter,Arlen,,35,330103
2,14031,330,103,Lott,Trent,,57,330103
1,14247,330,103,Krueger,Bob,,84,330103
1,14508,332,103,Moynihan,Daniel,P.,91,332103
1,14713,332,103,Mitchell,George,J.,92,332103
1,14203,332,103,Baucus,Max,,8,332103
1,14914,332,103,Lautenberg,Frank,R.,26,332103
1,15054,332,103,Reid,Harry,,28,332103
1,15503,332,103,Graham,Bob,,50,332103
1,15704,332,103,Lieberman,Joseph,I.,52,332103
1,14073,332,103,Metzenbaum,Howard,M.,93,332103
1,49104,332,103,Wofford,Harris,,94,332103
1,15011,332,103,Boxer,Barbara,,68,332103
2,14500,332,103,Chafee,John,H.,95,332103
2,14710,332,103,Simpson,Alan,K.,96,332103
2,14703,332,103,Durenberger,Dave,,97,332103
2,14712,332,103,Warner,John,W.,54,332103
2,15116,332,103,Smith,Robert,C.,59,332103
2,49304,332,103,Faircloth,Lauch,,61,332103
2,49302,332,103,Kempthorne,Dirk,,60,332103
1,660,336,103,Bentsen,Lloyd,M.,78,336103
1,14508,336,103,Moynihan,Daniel,P.,91,336103
1,14203,336,103,Baucus,Max,,8,336103
1,14700,336,103,Boren,David,L.,3,336103
1,14702,336,103,Bradley,Bill,,85,336103
1,14713,336,103,Mitchell,George,J.,92,336103
1,10791,336,103,Pryor,David,,2,336103
1,11043,336,103,Riegle,Donald,W.,63,336103
1,14922,336,103,Rockefeller,John,D.,77,336103
1,14617,336,103,Daschle,Thomas,A.,7,336103
1,13056,336,103,Breaux,John,B.,79,336103
2,12107,336,103,Packwood,Bob,,82,336103
2,10513,336,103,Dole,Robert,,12,336103
2,11044,336,103,Roth,William,V.,72,336103
2,14501,336,103,Danforth,John,C.,81,336103
2,14500,336,103,Chafee,John,H.,95,336103
2,14703,336,103,Durenberger,Dave,,97,336103
2,14226,336,103,Grassley,Charles,E.,18,336103
2,14503,336,103,Hatch,Orrin,G.,98,336103
2,14511,336,103,Wallop,Malcolm,,89,336103
1,15502,336,103,Conrad,Kent,,6,336103
1,10818,338,103,Pell,Claiborne,,99,338103
1,14101,338,103,Biden,Joseph,R.,100,338103
1,13039,338,103,Sarbanes,Paul,S.,64,338103
1,14213,338,103,Dodd,Christopher,,65,338103
1,14920,338,103,Kerry,John,F.,66,338103
1,14275,338,103,Simon,Paul,,73,338103
1,14508,338,103,Moynihan,Daniel,P.,91,338103
1,15705,338,103,Robb,Charles,S.,51,338103
1,49104,338,103,Wofford,Harris,,94,338103
1,49309,338,103,Feingold,Russel,D.,10,338103
1,49305,338,103,Mathews,Harlan,,88,338103
2,14105,338,103,Helms,Jesse,,13,338103
2,14506,338,103,Lugar,Richard,G.,11,338103
2,14708,338,103,Kassebaum,Nancy,Landon,101,338103
2,14268,338,103,Pressler,Larry,,83,338103
2,14907,338,103,Murkowski,Frank,H.,90,338103
2,14803,338,103,Brown,Hank,,74,338103
2,14240,338,103,Jeffords,James,M.,102,338103
2,49301,338,103,Coverdell,Paul,,17,338103
2,49306,338,103,Hutchison,Kay,Bailey,62,338103
1,14304,344,103,Glenn,John,,48,344103
1,14108,344,103,Nunn,Sam,,43,344103
1,14709,344,103,Levin,Carl,,45,344103
1,14509,344,103,Sasser,Jim,,23,344103
1,10791,344,103,Pryor,David,,2,344103
1,15704,344,103,Lieberman,Joseph,I.,52,344103
1,14400,344,103,Akaka,Daniel,K.,86,344103
1,14812,344,103,Dorgan,Byron,,80,344103
2,11044,344,103,Roth,William,V.,72,344103
2,12109,344,103,Stevens,Ted,,33,344103
2,14010,344,103,Cohen,William,S.,55,344103
2,14009,344,103,Cochran,Thad,,14,344103
2,15039,344,103,McCain,John,,56,344103
2,49307,344,103,Bennet,Robert,F.,71,344103
1,14101,358,103,Biden,Joseph,R.,100,358103
1,10808,358,103,Kennedy,Edward,M.,46,358103
1,14073,358,103,Metzenbaum,Howard,M.,93,358103
1,14502,358,103,DeConcini,Dennis,,24,358103
1,14307,358,103,Leahy,Patrick,J.,1,358103
1,14705,358,103,Heflin,Howell,,4,358103
1,14275,358,103,Simon,Paul,,73,358103
1,15703,358,103,Kohl,Herbert,H.,29,358103
1,49300,358,103,Feinstein,Dianne,,31,358103
1,49303,358,103,Moseley-Braun,Carol,,70,358103
2,14503,358,103,Hatch,Orrin,G.,98,358103
2,9369,358,103,Thurmond,Strom,,53,358103
2,14710,358,103,Simpson,Alan,K.,96,358103
2,14226,358,103,Grassley,Charles,E.,18,358103
2,14910,358,103,Specter,Arlen,,35,358103
2,14803,358,103,Brown,Hank,,74,358103
2,14010,358,103,Cohen,William,S.,55,358103
2,14268,358,103,Pressler,Larry,,83,358103
1,10808,362,103,Kennedy,Edward,M.,46,362103
1,10818,362,103,Pell,Claiborne,,99,362103
1,14073,362,103,Metzenbaum,Howard,M.,93,362103
1,14213,362,103,Dodd,Christopher,,65,362103
1,14275,362,103,Simon,Paul,,73,362103
1,14230,362,103,Harkin,Tom,,5,362103
1,14440,362,103,Mikulski,Barbara,A.,27,362103
1,14912,362,103,Bingaman,Jeff,,47,362103
1,49101,362,103,Wellstone,Paul,David,87,362103
1,49104,362,103,Wofford,Harris,,94,362103
2,14708,362,103,Kassebaum,Nancy,Landon,101,362103
2,14240,362,103,Jeffords,James,M.,102,362103
2,14806,362,103,Coats,Dan,,58,362103
2,14826,362,103,Gregg,Judd,,75,362103
2,9369,362,103,Thurmond,Strom,,53,362103
2,14503,362,103,Hatch,Orrin,G.,98,362103
2,14703,362,103,Durenberger,Dave,,97,362103
1,14302,380,103,Ford,Wendell,H.,76,380103
1,10818,380,103,Pell,Claiborne,,99,380103
1,1366,380,103,Byrd,Robert,C.,19,380103
1,4812,380,103,Inouye,Daniel,K.,20,380103
1,14502,380,103,DeConcini,Dennis,,24,380103
1,14508,380,103,Moynihan,Daniel,P.,91,380103
1,14213,380,103,Dodd,Christopher,,65,380103
1,49300,380,103,Feinstein,Dianne,,31,380103
1,49305,380,103,Mathews,Harlan,,88,380103
2,12109,380,103,Stevens,Ted,,33,380103
2,11203,380,103,Hatfield,Mark,O.,32,380103
2,14105,380,103,Helms,Jesse,,13,380103
2,14712,380,103,Warner,John,W.,54,380103
2,10513,380,103,Dole,Robert,,12,380103
2,14921,380,103,McConnell,Mitch,,15,380103
2,14009,380,103,Cochran,Thad,,14,380103
1,14300,384,103,Bumpers,Dale,,25,384103
1,14108,384,103,Nunn,Sam,,43,384103
1,14709,384,103,Levin,Carl,,45,384103
1,14230,384,103,Harkin,Tom,,5,384103
1,14920,384,103,Kerry,John,F.,66,384103
1,15704,384,103,Lieberman,Joseph,I.,52,384103
1,49101,384,103,Wellstone,Paul,David,87,384103
1,49104,384,103,Wofford,Harris,,94,384103
1,14705,384,103,Heflin,Howell,,4,384103
1,14914,384,103,Lautenberg,Frank,R.,26,384103
1,15703,384,103,Kohl,Herbert,H.,29,384103
1,49303,384,103,Moseley-Braun,Carol,,70,384103
2,14268,384,103,Pressler,Larry,,83,384103
2,14511,384,103,Wallop,Malcolm,,89,384103
2,15501,384,103,Bond,Christopher,S.,39,384103
2,15701,384,103,Burns,Conrad,,42,384103
2,15037,384,103,Mack,Connie,,41,384103
2,49301,384,103,Coverdell,Paul,,17,384103
2,49302,384,103,Kempthorne,Dirk,,60,384103
2,49307,384,103,Bennet,Robert,F.,71,384103
2,14500,384,103,Chafee,John,H.,95,384103
2,49306,384,103,Hutchison,Kay,Bailey,62,384103
1,14922,388,103,Rockefeller,John,D.,77,388103
1,14502,388,103,DeConcini,Dennis,,24,388103
1,14713,388,103,Mitchell,George,J.,92,388103
1,15503,388,103,Graham,Bob,,50,388103
1,14400,388,103,Akaka,Daniel,K.,86,388103
1,14617,388,103,Daschle,Thomas,A.,7,388103
1,15407,388,103,Campbell,Ben,Nighthorse,69,388103
2,14907,388,103,Murkowski,Frank,H.,90,388103
2,14910,388,103,Specter,Arlen,,35,388103
2,14710,388,103,Simpson,Alan,K.,96,388103
2,9369,388,103,Thurmond,Strom,,53,388103
2,14240,388,103,Jeffords,James,M.,102,388103
1,10791,419,103,Pryor,David,,2,419103
1,14304,419,103,Glenn,John,,48,419103
1,14702,419,103,Bradley,Bill,,85,419103
1,14107,419,103,Johnston,J.,Bennet,22,419103
1,13056,419,103,Breaux,John,B.,79,419103
1,94659,419,103,Shelby,Richard,C.,49,419103
1,15054,419,103,Reid,Harry,,28,419103
1,15503,419,103,Graham,Bob,,50,419103
1,15703,419,103,Kohl,Herbert,H.,29,419103
1,49309,419,103,Feingold,Russel,D.,10,419103
1,14247,419,103,Krueger,Bob,,84,419103
2,14010,419,103,Cohen,William,S.,55,419103
2,14268,419,103,Pressler,Larry,,83,419103
2,14226,419,103,Grassley,Charles,E.,18,419103
2,14710,419,103,Simpson,Alan,K.,96,419103
2,14240,419,103,Jeffords,James,M.,102,419103
2,15039,419,103,McCain,John,,56,419103
2,14703,419,103,Durenberger,Dave,,97,419103
2,14809,419,103,Craig,Larry,E.,16,419103
2,15701,419,103,Burns,Conrad,,42,419103
2,14910,419,103,Specter,Arlen,,35,419103
1,14502,432,103,DeConcini,Dennis,,24,432103
1,14073,432,103,Metzenbaum,Howard,M.,93,432103
1,14304,432,103,Glenn,John,,48,432103
1,15702,432,103,Kerrey,J.,Robert,9,432103
1,15700,432,103,Bryan,Richard,H.,67,432103
1,15503,432,103,Graham,Bob,,50,432103
1,14920,432,103,Kerry,John,F.,66,432103
1,14203,432,103,Baucus,Max,,8,432103
1,14107,432,103,Johnston,J.,Bennet,22,432103
2,14712,432,103,Warner,John,W.,54,432103
2,14900,432,103,D'Amato,Alfonso,M.,34,432103
2,14501,432,103,Danforth,John,C.,81,432103
2,14904,432,103,Gorton,Slade,,40,432103
2,14500,432,103,Chafee,John,H.,95,432103
2,12109,432,103,Stevens,Ted,,33,432103
2,14506,432,103,Lugar,Richard,G.,11,432103
2,14511,432,103,Wallop,Malcolm,,89,432103
1,15700,434,103,Bryan,Richard,H.,67,434103
1,14440,434,103,Mikulski,Barbara,A.,27,434103
1,14617,434,103,Daschle,Thomas,A.,7,434103
2,14921,434,103,McConnell,Mitch,,15,434103
2,12109,434,103,Stevens,Ted,,33,434103
2,15116,434,103,Smith,Robert,C.,59,434103
2,14809,434,103,Craig,Larry,E.,16,434103
1,4812,435,103,Inouye,Daniel,K.,20,435103
1,14502,435,103,DeConcini,Dennis,,24,435103
1,14617,435,103,Daschle,Thomas,A.,7,435103
1,15054,435,103,Reid,Harry,,28,435103
1,14275,435,103,Simon,Paul,,73,435103
1,14400,435,103,Akaka,Daniel,K.,86,435103
1,49101,435,103,Wellstone,Paul,David,87,435103
1,14812,435,103,Dorgan,Byron,,80,435103
1,15407,435,103,Campbell,Ben,Nighthorse,69,435103
2,15039,435,103,McCain,John,,56,435103
2,14907,435,103,Murkowski,Frank,H.,90,435103
2,14009,435,103,Cochran,Thad,,14,435103
2,14904,435,103,Gorton,Slade,,40,435103
2,14103,435,103,Domenici,Pete,V.,36,435103
2,14708,435,103,Kassebaum,Nancy,Landon,101,435103
2,14908,435,103,Nickles,Don,,37,435103
2,11203,435,103,Hatfield,Mark,O.,32,435103
1,10818,500,103,Pell,Claiborne,,99,500103
1,14502,500,103,DeConcini,Dennis,,24,500103
1,14508,500,103,Moynihan,Daniel,P.,91,500103
2,11203,500,103,Hatfield,Mark,O.,32,500103
2,12109,500,103,Stevens,Ted,,33,500103
1,14302,501,103,Ford,Wendell,H.,76,501103
1,14502,501,103,DeConcini,Dennis,,24,501103
1,49305,501,103,Mathews,Harlan,,88,501103
2,12109,501,103,Stevens,Ted,,33,501103
2,11203,501,103,Hatfield,Mark,O.,32,501103
1,10808,507,103,Kennedy,Edward,M.,46,507103
1,14912,507,103,Bingaman,Jeff,,47,507103
1,15700,507,103,Bryan,Richard,H.,67,507103
1,15705,507,103,Robb,Charles,S.,51,507103
1,14812,507,103,Dorgan,Byron,,80,507103
2,11044,507,103,Roth,William,V.,72,507103
2,15037,507,103,Mack,Connie,,41,507103
2,14809,507,103,Craig,Larry,E.,16,507103
2,49307,507,103,Bennet,Robert,F.,71,507103
1,14302,662,103,Ford,Wendell,H.,76,662103
1,14713,662,103,Mitchell,George,J.,92,662103
2,10513,662,103,Dole,Robert,,12,662103
2,14710,662,103,Simpson,Alan,K.,96,662103
2,14506,305,104,Lugar,Richard,G.,11,305104
2,10513,305,104,Dole,Robert,,12,305104
2,14105,305,104,Helms,Jesse,,13,305104
2,14009,305,104,Cochran,Thad,,14,305104
2,14921,305,104,McConnell,Mitch,,15,305104
2,14809,305,104,Craig,Larry,E.,16,305104
2,49301,305,104,Coverdell,Paul,,17,305104
2,29141,305,104,Santorum,Rick,,103,305104
2,14712,305,104,Warner,John,W.,54,305104
1,14307,305,104,Leahy,Patrick,J.,1,305104
1,10791,305,104,Pryor,David,,2,305104
1,14705,305,104,Heflin,Howell,,4,305104
1,14230,305,104,Harkin,Tom,,5,305104
1,15502,305,104,Conrad,Kent,,6,305104
1,14617,305,104,Daschle,Thomas,A.,7,305104
1,14203,305,104,Baucus,Max,,8,305104
1,15702,305,104,Kerrey,J.,Robert,9,305104
2,15407,305,104,Campbell,Ben,Nighthorse,104,305104
2,14226,305,104,Grassley,Charles,E.,18,305104
2,14628,305,104,Gramm,Phil,,38,305104
2,11203,306,104,Hatfield,Mark,O.,32,306104
2,12109,306,104,Stevens,Ted,,33,306104
2,14009,306,104,Cochran,Thad,,14,306104
2,14910,306,104,Specter,Arlen,,35,306104
2,14103,306,104,Domenici,Pete,V.,36,306104
2,14628,306,104,Gramm,Phil,,38,306104
2,15501,306,104,Bond,Christopher,S.,39,306104
2,14904,306,104,Gorton,Slade,,40,306104
2,14921,306,104,McConnell,Mitch,,15,306104
2,15037,306,104,Mack,Connie,,41,306104
2,15701,306,104,Burns,Conrad,,42,306104
2,94659,306,104,Shelby,Richard,C.,105,306104
2,14240,306,104,Jeffords,James,M.,102,306104
2,14826,306,104,Gregg,Judd,,75,306104
2,49307,306,104,Bennet,Robert,F.,71,306104
1,1366,306,104,Byrd,Robert,C.,19,306104
1,4812,306,104,Inouye,Daniel,K.,20,306104
1,11204,306,104,Hollings,Ernest,F.,21,306104
1,14107,306,104,Johnston,J.,Bennet,22,306104
1,14307,306,104,Leahy,Patrick,J.,1,306104
1,14300,306,104,Bumpers,Dale,,25,306104
1,14914,306,104,Lautenberg,Frank,R.,26,306104
1,14230,306,104,Harkin,Tom,,5,306104
1,14440,306,104,Mikulski,Barbara,A.,27,306104
1,15054,306,104,Reid,Harry,,28,306104
1,15702,306,104,Kerrey,J.,Robert,9,306104
1,15703,306,104,Kohl,Herbert,H.,29,306104
1,49308,306,104,Murray,Patty,,30,306104
2,15407,306,104,Campbell,Ben,Nighthorse,104,306104
2,9369,308,104,Thurmond,Strom,,53,308104
2,14712,308,104,Warner,John,W.,54,308104
2,14010,308,104,Cohen,William,S.,55,308104
2,15039,308,104,McCain,John,,56,308104
2,14031,308,104,Lott,Trent,,57,308104
2,14806,308,104,Coats,Dan,,58,308104
2,15116,308,104,Smith,Robert,C.,59,308104
2,49302,308,104,Kempthorne,Dirk,,60,308104
2,49306,308,104,Hutchison,Kay,Bailey,62,308104
2,15424,308,104,Inhofe,James,M.,106,308104
2,29141,308,104,Santorum,Rick,,103,308104
1,14108,308,104,Nunn,Sam,,43,308104
1,14704,308,104,Exon,J.,James,44,308104
1,14709,308,104,Levin,Carl,,45,308104
1,10808,308,104,Kennedy,Edward,M.,46,308104
1,14912,308,104,Bingaman,Jeff,,47,308104
1,14304,308,104,Glenn,John,,48,308104
1,1366,308,104,Byrd,Robert,C.,19,308104
1,15705,308,104,Robb,Charles,S.,51,308104
1,15704,308,104,Lieberman,Joseph,I.,52,308104
1,15700,308,104,Bryan,Richard,H.,67,308104
2,49504,308,104,Frahm,Sheila,,107,308104
2,14900,314,104,D'Amato,Alfonso,M.,34,314104
2,14628,314,104,Gramm,Phil,,38,314104
2,94659,314,104,Shelby,Richard,C.,105,314104
2,15501,314,104,Bond,Christopher,S.,39,314104
2,15037,314,104,Mack,Connie,,41,314104
2,49304,314,104,Faircloth,Lauch,,61,314104
2,49307,314,104,Bennet,Robert,F.,71,314104
2,29367,314,104,Grams,Rod,,108,314104
2,49502,314,104,Frist,William,H.,109,314104
1,13039,314,104,Sarbanes,Paul,S.,64,314104
1,14213,314,104,Dodd,Christopher,,65,314104
1,14920,314,104,Kerry,John,F.,66,314104
1,15011,314,104,Boxer,Barbara,,68,314104
1,15407,314,104,Campbell,Ben,Nighthorse,69,314104
1,49303,314,104,Moseley-Braun,Carol,,70,314104
1,49308,314,104,Murray,Patty,,30,314104
2,14103,314,104,Domenici,Pete,V.,36,314104
2,49504,314,104,Frahm,Sheila,,107,314104
2,14103,316,104,Domenici,Pete,V.,36,316104
2,14226,316,104,Grassley,Charles,E.,18,316104
2,14908,316,104,Nickles,Don,,37,316104
2,14628,316,104,Gramm,Phil,,38,316104
2,15501,316,104,Bond,Christopher,S.,39,316104
2,14031,316,104,Lott,Trent,,57,316104
2,14803,316,104,Brown,Hank,,74,316104
2,14904,316,104,Gorton,Slade,,40,316104
2,14826,316,104,Gregg,Judd,,75,316104
2,14661,316,104,Snowe,Olympia,J.,110,316104
2,49500,316,104,Abraham,Spencer,,111,316104
2,49502,316,104,Frist,William,H.,109,316104
1,14704,316,104,Exon,J.,James,44,316104
1,11204,316,104,Hollings,Ernest,F.,21,316104
1,14107,316,104,Johnston,J.,Bennet,22,316104
1,14914,316,104,Lautenberg,Frank,R.,26,316104
1,14275,316,104,Simon,Paul,,73,316104
1,15502,316,104,Conrad,Kent,,6,316104
1,14213,316,104,Dodd,Christopher,,65,316104
1,13039,316,104,Sarbanes,Paul,S.,64,316104
1,15011,316,104,Boxer,Barbara,,68,316104
1,49308,316,104,Murray,Patty,,30,316104
2,29367,316,104,Grams,Rod,,108,316104
1,14871,316,104,Wyden,Ron,,112,316104
2,15037,316,104,Mack,Connie,,41,316104
2,14268,321,104,Pressler,Larry,,83,321104
2,12107,321,104,Packwood,Bob,,82,321104
2,12109,321,104,Stevens,Ted,,33,321104
2,15039,321,104,McCain,John,,56,321104
2,15701,321,104,Burns,Conrad,,42,321104
2,14904,321,104,Gorton,Slade,,40,321104
2,14031,321,104,Lott,Trent,,57,321104
2,49306,321,104,Hutchison,Kay,Bailey,62,321104
2,14661,321,104,Snowe,Olympia,J.,110,321104
2,49501,321,104,Ashcroft,John,,113,321104
1,11204,321,104,Hollings,Ernest,F.,21,321104
1,4812,321,104,Inouye,Daniel,K.,20,321104
1,14302,321,104,Ford,Wendell,H.,76,321104
1,14704,321,104,Exon,J.,James,44,321104
1,14922,321,104,Rockefeller,John,D.,77,321104
1,14920,321,104,Kerry,John,F.,66,321104
1,13056,321,104,Breaux,John,B.,79,321104
1,15700,321,104,Bryan,Richard,H.,67,321104
1,14812,321,104,Dorgan,Byron,,80,321104
2,49500,321,104,Abraham,Spencer,,111,321104
1,14871,321,104,Wyden,Ron,,112,321104
2,49502,321,104,Frist,William,H.,109,321104
2,14907,330,104,Murkowski,Frank,H.,90,330104
2,11203,330,104,Hatfield,Mark,O.,32,330104
2,14103,330,104,Domenici,Pete,V.,36,330104
2,14908,330,104,Nickles,Don,,37,330104
2,14809,330,104,Craig,Larry,E.,16,330104
2,15633,330,104,Thomas,Craig,,114,330104
2,15429,330,104,Kyl,Jon,,115,330104
2,29367,330,104,Grams,Rod,,108,330104
2,14240,330,104,Jeffords,James,M.,102,330104
2,15701,330,104,Burns,Conrad,,42,330104
1,14107,330,104,Johnston,J.,Bennet,22,330104
1,14300,330,104,Bumpers,Dale,,25,330104
1,14302,330,104,Ford,Wendell,H.,76,330104
1,14702,330,104,Bradley,Bill,,85,330104
1,14912,330,104,Bingaman,Jeff,,47,330104
1,14400,330,104,Akaka,Daniel,K.,86,330104
1,49101,330,104,Wellstone,Paul,David,87,330104
1,15407,330,104,Campbell,Ben,Nighthorse,69,330104
1,14812,330,104,Dorgan,Byron,,80,330104
1,14705,330,104,Heflin,Howell,,4,330104
2,14500,332,104,Chafee,John,H.,95,332104
2,14712,332,104,Warner,John,W.,54,332104
2,15116,332,104,Smith,Robert,C.,59,332104
2,49304,332,104,Faircloth,Lauch,,61,332104
2,49302,332,104,Kempthorne,Dirk,,60,332104
